Rank,Game Title,Year,Genre
0.8342077649527807,The Legend of Zelda: Majora's Mask,2000.0,Adventure
0.8336831059811123,WWF War Zone,1998.0,Fighting
0.8331584470094439,Clubhouse Games,2006.0,Misc
0.8326337880377754,Rugrats: Search For Reptar,1998.0,Adventure
0.832109129066107,English Training: Have Fun Improving Your Skills!,2006.0,Misc
0.8315844700944386,Mario & Sonic at the Olympic Winter Games,2009.0,Sports
0.8310598111227703,James Bond 007: Nightfire,2002.0,Shooter
0.8305351521511019,Ratchet & Clank,2002.0,Platform
0.8300104931794334,Star Wars Episode III: Revenge of the Sith,2005.0,Action
0.829485834207765,Max Payne,2001.0,Shooter
0.8289611752360966,Battlefield: Bad Company 2,2010.0,Shooter
0.8284365162644282,Resident Evil 5,2009.0,Action
0.8279118572927597,World of Warcraft: Cataclysm,2010.0,Role-Playing
0.8273871983210913,The Lord of the Rings: The Return of the King,2003.0,Action
0.8268625393494229,True Crime: Streets of LA,2003.0,Action
0.8263378803777545,Left 4 Dead,2008.0,Shooter
0.825813221406086,Tekken,1995.0,Fighting
0.8252885624344176,007: Tomorrow Never Dies,1999.0,Shooter
0.8247639034627492,Killer Instinct,1995.0,Fighting
0.8237145855194125,WWF SmackDown! 2: Know Your Role,2000.0,Fighting
0.823189926547744,Wii Music,2008.0,Misc
0.8226652675760756,Dragon Quest VI: Maboroshi no Daichi,1995.0,Role-Playing
0.8221406086044072,Enter the Matrix,2003.0,Action
0.8216159496327388,The Sims 2,2004.0,Simulation
0.8210912906610703,The Legend of Zelda: Spirit Tracks,2009.0,Adventure
0.8205666316894019,Ace Combat 04: Shattered Skies,2001.0,Simulation
0.8200419727177335,Animal Crossing,2001.0,Simulation
0.8195173137460651,Fallout 3,2008.0,Role-Playing
0.8189926547743966,FIFA Soccer 08,2007.0,Sports
0.8184679958027282,Borderlands,2009.0,Shooter
0.8179433368310598,Spider-Man,2000.0,Action
0.8174186778593914,Need for Speed III: Hot Pursuit,1998.0,Racing
0.816894018887723,Star Wars Episode I Racer,1999.0,Racing
0.8163693599160546,Dragon Warrior IV,1990.0,Role-Playing
0.8158447009443862,God of War: Chains of Olympus,2008.0,Action
0.8153200419727178,Dragon Ball Z: Budokai,2002.0,Fighting
0.8147953830010494,Personal Trainer: Cooking,2006.0,Misc
0.8142707240293809,Madden NFL 2002,2001.0,Sports
0.8132214060860441,Donkey Kong,1994.0,Platform
0.8126967471143757,The Sims: Vacation,2002.0,Simulation
0.8121720881427072,Crisis Core: Final Fantasy VII,2007.0,Role-Playing
0.8116474291710388,Professor Layton and the Unwound Future,2008.0,Adventure
0.8111227701993704,Diablo III,2012.0,Role-Playing
0.810598111227702,Sonic Rush,2005.0,Platform
0.8100734522560336,Rayman,1995.0,Platform
0.8095487932843651,The Sims 3,2009.0,Simulation
0.8090241343126968,Tom Clancy's Splinter Cell,2002.0,Action
0.8084994753410284,Rhythm Heaven,2008.0,Misc
0.80797481636936,The Legend of Zelda: Ocarina of Time,2011.0,Adventure
0.8069254984260231,WWE SmackDown! Shut Your Mouth,2002.0,Sports
0.8064008394543547,Kung Fu Panda,2008.0,Platform
0.8058761804826863,LEGO Batman: The Videogame,2008.0,Adventure
0.8053515215110179,Dragon Ball Z: Budokai Tenkaichi 3,2007.0,Fighting
0.8048268625393494,Batman: Arkham Asylum,2009.0,Action
0.8037775445960126,Star Fox,1993.0,Shooter
0.8032528856243442,The Sims: Livin Large,2000.0,Misc
0.8027282266526757,World Soccer Winning Eleven 6 International,2002.0,Sports
0.8022035676810074,Devil May Cry,2001.0,Action
0.801678908709339,Mass Effect 2,2010.0,Role-Playing
0.8011542497376706,Dance Central,2010.0,Misc
0.8006295907660022,Sonic Heroes,2003.0,Platform
0.8001049317943337,Hitman 2: Silent Assassin,2002.0,Action
0.7995802728226653,Nintendogs + cats,2011.0,Simulation
0.7990556138509969,Wave Race 64,1996.0,Racing
0.7985309548793285,SOCOM II: U.S. Navy SEALs,2003.0,Shooter
0.79800629590766,WWE SmackDown! vs. RAW 2006,2005.0,Fighting
0.7974816369359916,Pac-Man Collection,2001.0,Puzzle
0.7969569779643232,Gran Turismo,2009.0,Racing
0.7964323189926548,Yoshi's Island: Super Mario Advance 3,2002.0,Platform
0.7959076600209863,Sonic Mega Collection Plus,2004.0,Misc
0.7953830010493179,World Soccer Winning Eleven 7 International,2003.0,Sports
0.7948583420776496,Hot Shots Golf 3,2001.0,Sports
0.7943336831059812,Killzone 2,2009.0,Shooter
0.7938090241343128,Call of Duty: Finest Hour,2004.0,Shooter
0.7932843651626443,Syphon Filter,1999.0,Shooter
0.7927597061909759,LittleBigPlanet 2,2011.0,Platform
0.7922350472193075,Colin McRae Rally,1998.0,Racing
0.7917103882476391,Kirby Super Star Ultra,2008.0,Platform
0.7911857292759706,The Elder Scrolls III: Morrowind,2002.0,Role-Playing
0.7906610703043022,Disney Epic Mickey,2010.0,Platform
0.7901364113326338,Imagine: Babyz,2007.0,Simulation
0.7896117523609654,Yoshi's Story,1997.0,Platform
0.789087093389297,F-Zero,1990.0,Racing
0.7885624344176285,Doom,1992.0,Shooter
0.7880377754459601,Command & Conquer: Red Alert,1996.0,Strategy
0.7875131164742918,Sega Superstars Tennis,2008.0,Sports
0.7869884575026234,Cooking Mama: Cook Off,2007.0,Simulation
0.7864637985309549,WarioWare: Smooth Moves,2006.0,Puzzle
0.7859391395592865,WWE SmackDown! vs. Raw,2002.0,Fighting
0.7854144805876181,LEGO Batman: The Videogame,2008.0,Adventure
0.7848898216159497,Diablo II,2000.0,Role-Playing
